Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_99_pct_filter,filtered,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,ms_restriction,restriction,restriction_confidence,safety_flags
ACRBP,,,cancer-testis antigen,ENSG00000111644,CTpedia,True,False,Enhanced,False,True,testis,0.6829,0.6852,0.7563,0.7576,ENST00000229243,protein_coding,False,False,False,False,False,275.6,False,283.5,0.7,2.3,thyroid gland,13.8,33,1.9,0.6,2.8,2.2,2.9,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
TSKS,,,cancer-testis antigen,ENSG00000126467,CTpedia,True,False,Enhanced,False,False,testis,0.8837,0.884,0.9898,0.9898,ENST00000246801,protein_coding,True,True,True,False,True,116.7,False,120.0,0.3,0.9,skin,1.8,3,0.8,1.5,0.4,0.2,0.2,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
CCDC42,,,cancer-testis antigen,ENSG00000161973,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9809,0.9809,1.0,1.0,ENST00000293845,protein_coding,True,True,True,True,True,92.4,False,95.1,0.0,0.0,cerebral cortex,0.3,0,0.3,0.0,0.2,0.2,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
ADAD1,,,cancer-testis antigen,ENSG00000164113,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000296513,protein_coding,True,True,True,True,True,115.6,False,119.0,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
RIMBP3,,,cancer-testis antigen,ENSG00000275793,CTpedia;daSilva2017,True,False,Supported,True,True,testis,0.8152,0.8205,1.0,1.0,ENST00000619918,protein_coding,True,True,True,True,True,27.6,False,28.4,0.1,0.2,cerebellum,35.7,13,35.7,0.0,0.2,0.0,0.1,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,brain
TENT5D,,,cancer-testis antigen,ENSG00000174016,CTpedia,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000538312,protein_coding,True,True,True,True,True,3.3,False,3.4,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
PRAME,,,cancer-testis antigen,ENSG00000185686,CTpedia;CTexploreR_CTP;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,testis,0.806,0.8063,0.8787,0.8787,ENST00000398743,protein_coding,True,False,False,False,True,102.2,False,105.1,4.7,0.0,adrenal gland,3.7,2,0.2,0.3,0.2,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
PRAMEF18,,,cancer-testis antigen,ENSG00000279804,CTpedia,no data,no data,no data,False,False,no data,1.0,1.0,1.0,1.0,ENST00000624297,protein_coding,True,True,True,True,True,0.1,True,0.1,0.0,0.0,bone marrow,0.1,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_MS_DATA,NO_DATA,NO_DATA,
PRAMEF20,,,cancer-testis antigen,ENSG00000204478,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,1.0,1.0,1.0,1.0,ENST00000602960,protein_coding,True,True,True,True,True,0.1,True,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,NO_DATA,STRICT,NO_MS_DATA,NO_DATA,NO_DATA,
CBLL2,,,cancer-testis antigen,ENSG00000175809,CTpedia,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000323684,protein_coding,True,True,True,True,True,8.2,False,8.5,0.0,0.0,cerebellum,0.4,0,0.4,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CPXCR1,,,cancer-testis antigen,ENSG00000147183,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9841,0.9841,1.0,1.0,ENST00000276127,protein_coding,True,True,True,True,True,6.2,False,6.4,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TULP2,,,cancer-testis antigen,ENSG00000104804,CTpedia,no data,no data,no data,True,False,no data,0.8298,0.8298,1.0,1.0,ENST00000221399,protein_coding,True,True,True,True,True,30.4,False,37.6,1.4,0.1,cerebral cortex,8.4,15,8.4,0.5,0.5,0.1,0.1,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,brain
EPPIN,,,cancer-testis antigen,ENSG00000101448,CTpedia;daSilva2017,True,False,Supported,False,False,testis,0.1974,0.1974,0.2034,0.2034,ENST00000354280,protein_coding,False,False,False,False,False,319.7,False,84.2,0.2,0.2,bone marrow,2.4,7,2.4,0.1,0.4,2.3,0.1,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
ACTL8,,,cancer-testis antigen,ENSG00000117148,CTpedia;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.939,0.939,1.0,1.0,ENST00000375406,protein_coding,True,True,True,True,True,6.9,False,7.1,0.0,0.0,colon,0.2,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SPEM1,,,cancer-testis antigen,ENSG00000181323,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.997,0.997,1.0,1.0,ENST00000323675,protein_coding,True,True,True,True,True,66.8,False,68.7,0.0,0.0,retina,0.2,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
THEG,SPMAP2,,cancer-testis antigen,ENSG00000105549,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,0.8515,0.8515,0.9538,0.9538,ENST00000342640,protein_coding,True,True,True,False,False,41.3,False,42.4,0.0,0.0,skin,2.8,1,0.3,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
PRM1,,,cancer-testis antigen,ENSG00000175646,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9938,0.9938,0.9962,0.9962,ENST00000312511,protein_coding,True,True,True,True,True,13722.9,False,14115.0,1.6,0.0,skeletal muscle,5.8,19,0.2,2.2,1.3,4.4,3.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
PRM2,,,cancer-testis antigen,ENSG00000122304,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9938,0.9938,0.9965,0.9965,ENST00000241808,protein_coding,True,True,True,True,True,11371.6,False,11696.6,1.4,0.0,skeletal muscle,4.6,18,0.0,1.9,1.1,3.6,2.6,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
PRM3,,,cancer-testis antigen,ENSG00000178257,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,0.9351,0.9351,0.9785,0.9785,ENST00000327157,protein_coding,True,True,True,False,False,86.4,False,88.9,0.0,0.0,bone marrow,2.6,4,2.4,0.1,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
AKAP4,,,cancer-testis antigen,ENSG00000147081,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9989,0.9989,1.0,1.0,ENST00000358526,protein_coding,True,True,True,True,True,190.2,False,195.7,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TNP2,,,cancer-testis antigen,ENSG00000178279,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000560751,protein_coding,True,True,True,True,True,47.9,False,49.3,0.0,0.0,cerebellum,0.1,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CGB8,,,cancer-testis antigen,ENSG00000213030,CTpedia;daSilva2017,True,False,Supported,False,False,placenta; testis,0.8873,0.8873,0.933,0.933,ENST00000448456,protein_coding,True,True,False,False,True,18.1,False,0.1,0.0,18.8,pituitary gland,2.4,1,0.2,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,SOMATIC,PERMISSIVE,NO_MS_DATA,REPRODUCTIVE,LOW,
PSG9,,,cancer-testis antigen,ENSG00000183668,CTpedia,True,False,Supported,True,False,placenta; testis,0.9709,0.9709,1.0,1.0,ENST00000418820,protein_coding,True,True,True,True,True,103.4,False,0.0,0.0,106.3,smooth muscle,0.7,0,0.5,0.0,0.1,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
PSG8,,,cancer-testis antigen,ENSG00000124467,CTpedia;daSilva2017,True,False,Supported,True,False,placenta; testis,0.9692,0.9692,1.0,1.0,ENST00000404209,protein_coding,True,True,True,True,True,6.3,False,0.1,0.0,6.5,parathyroid gland,0.2,0,0.1,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
PSG11,,,cancer-testis antigen,ENSG00000243130,CTpedia;daSilva2017,True,False,Enhanced,True,False,placenta; testis,0.9884,0.9884,1.0,1.0,ENST00000320078,protein_coding,True,True,True,True,True,51.3,False,0.0,0.0,52.9,smooth muscle,0.6,0,0.1,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
PSG1,,,cancer-testis antigen,ENSG00000231924,CTpedia,True,False,Supported,True,False,placenta; testis,0.9898,0.9898,1.0,1.0,ENST00000436291,protein_coding,True,True,True,True,True,252.6,False,0.0,0.0,259.7,cerebellum,1.6,1,1.6,0.0,0.3,0.0,0.0,REPRODUCTIVE,True,False,True,SOMATIC,MODERATE,NO_MS_DATA,REPRODUCTIVE,LOW,
PSG3,,,cancer-testis antigen,ENSG00000221826,CTpedia;daSilva2017,True,False,Supported,True,False,placenta; testis,0.9914,0.9914,1.0,1.0,ENST00000327495,protein_coding,True,True,True,True,True,137.4,False,0.6,0.0,141.5,smooth muscle,0.7,0,0.0,0.0,0.1,0.0,0.1,REPRODUCTIVE,True,False,True,PLACENTAL,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
CSH2,,,cancer-testis antigen,ENSG00000213218,CTpedia;daSilva2017,True,False,Supported,False,True,placenta,0.9886,0.9886,0.9909,0.9909,ENST00000336844,protein_coding,True,True,True,True,True,3198.1,False,0.2,0.1,3289.0,smooth muscle,15.0,6,0.0,0.1,3.5,0.0,1.1,PLACENTAL,False,False,True,SOMATIC,MODERATE,NO_MS_DATA,PLACENTAL,LOW,
PSG5,,,cancer-testis antigen,ENSG00000204941,CTpedia,True,False,Supported,True,False,placenta; testis,0.9714,0.9714,1.0,1.0,ENST00000366175,protein_coding,True,True,True,True,True,108.6,False,0.1,0.0,111.8,cerebellum,1.7,1,1.7,0.1,0.1,0.0,0.1,REPRODUCTIVE,True,False,True,SOMATIC,MODERATE,NO_MS_DATA,REPRODUCTIVE,LOW,
TRIM64,,,cancer-testis antigen,ENSG00000204450,CTpedia,True,False,Approved,True,False,placenta,1.0,1.0,1.0,1.0,ENST00000533122,protein_coding,True,True,True,True,True,1.2,False,0.0,0.0,1.6,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,PLACENTAL,False,False,True,PLACENTAL,STRICT,NO_MS_DATA,PLACENTAL,HIGH,
EGFL6,,,cancer-testis antigen,ENSG00000198759,CTpedia,True,False,Enhanced,False,False,placenta,0.8745,0.8745,0.9067,0.9067,ENST00000361306,protein_coding,True,True,False,False,True,623.7,False,0.3,0.3,645.2,lung,25.6,14,2.3,0.3,25.6,0.0,1.2,PLACENTAL,False,False,True,SOMATIC,PERMISSIVE,NO_MS_DATA,PLACENTAL,LOW,lung
LIN28B,,,cancer-testis antigen,ENSG00000187772,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,placenta,0.9426,0.9426,0.9925,0.9925,ENST00000635857,protein_coding,True,True,True,True,True,63.2,False,4.2,0.0,65.4,retina,1.5,2,1.5,0.0,0.0,0.0,0.0,PLACENTAL,False,False,True,SOMATIC,MODERATE,NO_MS_DATA,PLACENTAL,LOW,
ADAM29,,,cancer-testis antigen,ENSG00000168594,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9684,0.9684,1.0,1.0,ENST00000359240,protein_coding,True,True,True,True,True,39.9,False,41.1,0.0,0.0,thalamus,0.6,0,0.6,0.0,0.2,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CABYR,,,cancer-testis antigen,ENSG00000154040,CTpedia;daSilva2017,True,False,Enhanced,False,True,testis,0.6992,0.7002,0.7772,0.7774,ENST00000399481,protein_coding,False,False,False,False,False,295.1,False,303.5,1.7,0.9,choroid plexus,10.9,37,10.9,0.9,1.0,1.1,0.7,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,brain
CCDC33,,,cancer-testis antigen,ENSG00000140481,CTpedia,no data,no data,no data,False,False,no data,0.3561,0.3561,0.4298,0.4298,ENST00000635913,protein_coding,False,False,False,False,False,19.6,False,20.2,0.1,0.1,midbrain,3.4,5,3.4,0.1,2.6,0.0,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
CTCFL,,,cancer-testis antigen,ENSG00000124092,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.5463,0.5485,1.0,1.0,ENST00000423479,protein_coding,True,True,True,True,True,10.8,False,11.0,0.2,0.3,white matter,2.0,3,2.0,0.2,0.2,0.4,0.5,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
DDX53,,,cancer-testis antigen,ENSG00000184735,CTpedia;CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000327968,protein_coding,True,True,True,True,True,5.2,False,5.4,0.0,0.0,cerebellum,2.1,1,2.1,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
DPPA2,,,cancer-testis antigen,ENSG00000163530,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.9722,0.973,1.0,1.0,ENST00000478945,protein_coding,True,True,True,True,True,3.2,False,3.3,0.0,0.3,hypothalamus,0.2,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
FTHL17,,,cancer-testis antigen,ENSG00000132446,CTpedia;CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.9744,0.9744,1.0,1.0,ENST00000359202,protein_coding,True,True,True,True,True,3.8,False,4.0,0.0,0.0,skin,0.2,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
HORMAD2,,,cancer-testis antigen,ENSG00000176635,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.8506,0.8506,0.925,0.925,ENST00000336726,protein_coding,True,True,False,False,True,22.2,False,22.8,0.0,0.0,liver,2.9,1,0.4,0.0,0.0,2.9,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
LEMD1,,,cancer-testis antigen,ENSG00000186007,CTpedia;CTexploreR_CTP;daSilva2017,no data,no data,no data,False,False,no data,0.6192,0.6192,0.7518,0.7518,ENST00000495594,protein_coding,False,False,False,False,False,53.6,False,55.1,0.6,0.1,pons,2.8,8,2.8,0.0,0.4,0.0,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
SYCP1,,,cancer-testis antigen,ENSG00000198765,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.9848,0.9848,1.0,1.0,ENST00000369522,protein_coding,True,True,True,True,True,39.0,False,40.2,0.0,0.0,adipose tissue,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TDRD1,,,cancer-testis antigen,ENSG00000095627,CTpedia,True,False,Enhanced,False,False,ovary; testis,0.668,0.6707,0.9625,0.9625,ENST00000251864,protein_coding,True,True,True,False,True,15.2,False,17.5,0.4,0.0,kidney,2.0,1,0.6,0.6,0.0,0.2,0.5,REPRODUCTIVE,True,True,False,SOMATIC,MODERATE,NO_MS_DATA,REPRODUCTIVE,LOW,
TEX15,,,cancer-testis antigen,ENSG00000133863,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.4485,0.4485,0.5514,0.5514,ENST00000643185,protein_coding,False,False,False,False,False,11.8,False,12.1,0.2,0.0,smooth muscle,5.3,2,1.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
ACTL7A,,,cancer-testis antigen,ENSG00000187003,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9987,0.9987,1.0,1.0,ENST00000333999,protein_coding,True,True,True,True,True,223.8,False,230.2,0.0,0.0,cerebellum,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
ACTL7B,,,cancer-testis antigen,ENSG00000148156,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9991,0.9991,1.0,1.0,ENST00000374667,protein_coding,True,True,True,True,True,115.5,False,118.8,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
BOLL,,,cancer-testis antigen,ENSG00000152430,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9065,0.9065,0.9425,0.9425,ENST00000321801,protein_coding,True,True,False,False,True,47.5,False,48.9,0.0,0.0,skeletal muscle,3.8,2,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
BRDT,,,cancer-testis antigen,ENSG00000137948,CTpedia;CTexploreR_CT;daSilva2017,True,False,Approved,False,False,testis,0.9443,0.9444,0.9876,0.9876,ENST00000394530,protein_coding,True,True,True,False,True,127.6,False,131.4,0.1,0.9,bone marrow,2.7,1,0.9,0.0,0.2,0.1,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
CALR3,,,cancer-testis antigen,ENSG00000269058,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9813,0.9813,1.0,1.0,ENST00000269881,protein_coding,True,True,True,True,True,63.0,False,64.9,0.0,0.0,cerebral cortex,0.1,0,0.1,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
DDX4,,,cancer-testis antigen,ENSG00000152670,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.976,0.976,1.0,1.0,ENST00000353507,protein_coding,True,True,True,True,True,145.2,False,149.7,0.1,0.0,white matter,1.4,1,1.4,0.0,0.0,0.0,0.4,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
DMRTB1,,,cancer-testis antigen,ENSG00000143006,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9854,0.9854,1.0,1.0,ENST00000371445,protein_coding,True,True,True,True,True,60.9,False,62.6,0.0,0.0,thyroid gland,0.2,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
DPPA3,,,cancer-testis antigen,ENSG00000187569,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,0.6508,0.6508,0.9688,0.9688,ENST00000345088,protein_coding,True,True,True,False,False,3.1,False,0.7,0.2,0.0,lung,0.3,0,0.1,0.0,0.3,0.0,0.0,NO_DATA,,,,NO_DATA,MODERATE,NO_MS_DATA,NO_DATA,NO_DATA,
DPPA5,,,cancer-testis antigen,ENSG00000203909,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.7647,0.7647,1.0,1.0,ENST00000370370,protein_coding,True,True,True,True,True,2.0,False,2.1,0.0,0.0,lung,0.6,0,0.1,0.0,0.6,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
FKBP6,,,cancer-testis antigen,ENSG00000077800,CTpedia;daSilva2017,True,False,Enhanced,True,False,ovary; testis,0.9549,0.9551,1.0,1.0,ENST00000252037,protein_coding,True,True,True,True,True,56.9,False,58.5,0.0,0.0,bone marrow,0.2,0,0.2,0.0,0.1,0.1,0.0,REPRODUCTIVE,True,True,False,TESTIS,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
GAGE1,,,cancer-testis antigen,ENSG00000205777,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Supported,True,False,testis,0.7826,0.7826,1.0,1.0,ENST00000381700,protein_coding,True,True,True,True,True,1.8,False,9.1,0.0,0.0,duodenum,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
LDHC,,,cancer-testis antigen,ENSG00000166796,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.9534,0.9534,0.9973,0.9973,ENST00000541669,protein_coding,True,True,True,True,True,257.4,False,265.2,0.4,0.1,liver,1.4,3,1.2,0.3,0.2,1.4,1.4,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
MAEL,,,cancer-testis antigen,ENSG00000143194,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Approved,False,False,testis,0.8242,0.8242,0.9163,0.9163,ENST00000622874,protein_coding,True,True,False,False,False,154.6,False,159.2,0.1,6.5,heart muscle,5.6,16,4.3,5.6,0.2,0.3,0.2,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,heart
MAGEA12,,,cancer-testis antigen,ENSG00000213401,CTpedia;CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.5625,0.5625,1.0,1.0,ENST00000393869,protein_coding,True,True,True,True,True,2.7,False,2.8,0.0,0.0,cerebral cortex,0.7,0,0.7,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
MAGEA8,,,cancer-testis antigen,ENSG00000156009,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,placenta; testis,0.9539,0.9539,1.0,1.0,ENST00000535454,protein_coding,True,True,True,True,True,12.8,False,1.6,0.1,13.3,cerebellum,0.2,0,0.2,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,REPRODUCTIVE,STRICT,NO_MS_DATA,REPRODUCTIVE,HIGH,
MAGEB10,,,cancer-testis antigen,ENSG00000177689,CTpedia,no data,no data,no data,True,False,no data,0.6857,0.6857,1.0,1.0,ENST00000356790,protein_coding,True,True,True,True,True,2.4,False,2.4,0.0,0.0,white matter,0.4,0,0.4,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
MEIOB,,,cancer-testis antigen,ENSG00000162039,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.8277,0.8318,1.0,1.0,ENST00000470044,protein_coding,True,True,True,True,True,26.5,False,37.0,0.3,0.2,kidney,1.0,1,0.8,0.1,0.0,0.3,0.1,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
NANOS2,,,cancer-testis antigen,ENSG00000188425,CTpedia;daSilva2017,True,False,Approved,True,False,testis,0.875,0.875,1.0,1.0,ENST00000341294,protein_coding,True,True,True,True,True,3.5,False,3.6,0.0,0.0,cerebral cortex,0.6,0,0.6,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
PASD1,,,cancer-testis antigen,ENSG00000166049,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,placenta; testis,1.0,1.0,1.0,1.0,ENST00000370357,protein_coding,True,True,True,True,True,15.6,False,16.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,TESTIS,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
PIWIL1,,,cancer-testis antigen,ENSG00000125207,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,testis,0.9305,0.9305,0.9976,0.9976,ENST00000245255,protein_coding,True,True,True,True,True,41.5,False,42.7,0.0,0.0,retina,1.1,1,1.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
RAD21L1,,,cancer-testis antigen,ENSG00000244588,CTpedia;CTexploreR_CT;daSilva2017,True,False,Approved,True,False,testis,0.9043,0.9043,1.0,1.0,ENST00000402452,protein_coding,True,True,True,True,True,10.4,False,11.5,0.0,0.0,retina,0.3,0,0.3,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SMC1B,,,cancer-testis antigen,ENSG00000077935,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9743,0.9744,1.0,1.0,ENST00000357450,protein_coding,True,True,True,True,True,30.2,False,31.1,0.0,0.1,bone marrow,0.3,0,0.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SYCE2,,,cancer-testis antigen,ENSG00000161860,CTpedia;daSilva2017,True,False,Enhanced,False,True,testis,0.4486,0.4643,0.8286,0.8328,ENST00000293695,protein_coding,True,False,False,False,True,25.9,False,26.7,1.2,0.4,bone marrow,3.2,7,1.6,0.5,0.5,1.7,0.6,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
SYCP3,,,cancer-testis antigen,ENSG00000139351,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,True,False,testis,0.9586,0.9586,1.0,1.0,ENST00000392927,protein_coding,True,True,True,True,True,80.5,False,82.9,0.0,0.0,cerebellum,0.5,0,0.5,0.0,0.3,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
